nama_pengulas,ulasan,rating,nama_gerai,text_clean,word_count,sentiment,aspek_rasa,sentimen_rasa,aspek_harga,sentimen_harga,aspek_pelayanan,sentimen_pelayanan,aspek_kecepatan,sentimen_kecepatan,aspek_kebersihan,sentimen_kebersihan,aspek_stok,sentimen_stok,aspek_aplikasi,sentimen_aplikasi,rating_num
kenas sahistya,barista cuma satu kesianan banget antrian jadi lama teman saya yang ini mau jadi baristanya. tolong tambahin mas Lainnya,1 bintang,KopiKenangan-UrbanHubPalmerah,barista sian banget antri teman baristanya tambahin mas,8,negative,0,None,0,None,1,negative,1,negative,0,None,0,None,0,None,1.0
M M,"Rame banget, apalagi area outdoor. Untuk area indoor tidak begitu banyak, dan kursinya agak dempet jd kurang nyaman. … Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,ramai banget area outdoor area indoor kursi agak dempet nyaman,10,positive,0,None,0,None,0,None,0,None,1,negative,1,neutral,0,None,4.0
runner gatsu,"Toilet nyaman dan selalu tersedia tissue, staff ramah banyak colokan dan nyaman untuk WFC
Tarif per o…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,toilet nyaman sedia tissue staff ramah colok nyaman wfc tarif o,11,positive,0,None,0,None,1,negative,0,None,1,positive,1,positive,0,None,5.0
Bepo Study,"Utah males gue kesini, semenjak parkir bayar. Suka ada bapak2 pake baju hansip jadi tukang parkir dadakan. Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,utah males kesini semenjak parkir bayar suka pakai baju tahan sipil tukang parkir dada,14,negative,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Valeda RU,"Beberapa kali work from cafe dari sini sangat nyaman, hanya saja saat malam hari menjelang subuh, barista yang jaga sering memasang musik yang sangat kencang, volume tidak normal, ga jelas apa tujuannya pasang musik sekenceng itu bro, … Lainnya",3 bintang,KopiKenangan-UrbanHubPalmerah,work from cafe nyaman malam jelang subuh barista jaga pasang musik kencang volume normal ga tuju pasang musik kenceng saudara laki,21,neutral,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,3.0
Binsar lagi,"belum pernah nyobain sih
tapi rame terus
kesini cuma ambil orderan aja
Tarif per orang…
Lainnya",3 bintang,KopiKenangan-UrbanHubPalmerah,nyobain sih ramai kesini ambil order tarif,7,neutral,1,negative,0,None,0,None,0,None,0,None,0,None,1,negative,3.0
Hilda alviana,"Beli take a way
Tempat nya besar (sprti nya ini kopken tersebar) parkiran luas dan nyaman ✨
Makanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,beli take a way nya nya kopken sebar parkir luas nyaman makan,12,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
saipul Ntha Z,"Tempatnya lumayan nyaman utk WFC, karena masih pembangunan, jadi outlet sekitar blm siap.. pasti nanti bakalan enak kalau ud rame Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat lumayan nyaman wfc bangun outlet enak ramai,8,positive,1,negative,0,None,0,None,0,None,1,positive,1,negative,0,None,5.0
Rayhan Fadli,"Pelayanan cepat ada nasi kopinya enak cocok untuk nongkrong
Tarif per orang…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,layan cepat nasi kopi enak cocok nongkrong tarif,8,positive,1,negative,0,None,1,negative,1,negative,0,None,0,None,0,None,5.0
Nandakurn,"Sepertinya kekurangan tenaga atau pelayanya. Temen saya barusan ketinggalan tas, tapi responya lama banget karena nungguin para petugasnya untuk buat minuman dulu, padahal kita mengejar waktu, telepon dan wa ke nomer yg ada di google pun … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kurang tenaga pelayanya teman barusan tinggal tas responya banget nungguin tugas minum kejar telepon wa nomer google,17,positive,1,negative,0,None,1,negative,1,negative,0,None,0,None,0,None,5.0
febrian agung,"24jam, Free Parking. Tempat lumayan luas
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,jam free parking lumayan luas tarif rp,7,positive,0,None,0,None,0,None,1,neutral,1,negative,0,None,0,None,5.0
Andreas Aldrin,"Pagi enak sepi santai + spanish latte nya oke
Tarif per orang
Rp 25–50 r…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,pagi enak sepi santai spanish latte nya oke tarif rp r,11,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Humaira fauziah,"Suasanya nya ok baik siang maupun malam bisa liat kreta dn angin ny sepoy sepoy suwejuk
Minus ny barista kadang kurang racikan ny dn cuma 1 orng yg jaga Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,suasa nya ok siang malam lihat kreta dn angin ny sepoy sepoy suwejuk minus ny barista kadang racik ny dn orng jaga,22,positive,0,None,0,None,1,negative,0,None,1,negative,0,None,0,None,5.0
Alva Yonara Puramandya,"Tempat yang nyaman untuk chill, parkiran luas termasuk mobil dan gratis tidak ada juru parkir. Salut Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,nyaman chill parkir luas mobil gratis juru parkir salut,9,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Raffy Kiho,"Jadi salah satu tempat nongkrong favorite nih,buka 24 jam & juga parkir gratis,area cukup luas",5 bintang,KopiKenangan-UrbanHubPalmerah,salah nongkrong favorite nihbuka jam parkir gratisarea luas,8,positive,0,None,0,None,0,None,1,positive,1,negative,0,None,0,None,5.0
Bela Nmala,"tempat ngopii aesthetic, bisa buat ootd disetiap sudut, udahh free wifi bisa untuk ngecharger hp/laptop, kopinya enak enak dan harga affordable, senyaman itu kopi kenangan🫶🏻 … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,ngopii aesthetic ootd tiap sudut udahh free wifi ngecharger hplaptop kopi enak enak harga affordable nyaman kopi kenang,18,positive,1,negative,1,negative,0,None,0,None,1,negative,0,None,0,None,5.0
Dandun9 Dany,"Pelayanan staff nya kurang.. pesan yg pakai aplikasi ambil disana, malah gak bs2.. pas ksana juga staff kurang membantu dan malah kabur2an..hadeehhh Lainnya",3 bintang,KopiKenangan-UrbanHubPalmerah,layan staff nya pesan pakai aplikasi ambil sana gak pas ksana staff kaburanhadeehhh,13,neutral,1,negative,1,negative,1,negative,0,None,0,None,0,None,1,negative,3.0
Tania Panca putri,"Pelayanan nya kurang ramah, dari awal kami masuk dia uda ketus, terus sempet bilang shut up depan customer. Yang bernama POPPY.
Tanggal = 27 feb 2025 di jam 22:37 Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,layan nya ramah awal masuk uda ketus bilang shut up customer nama poppy tanggal feb jam,16,negative,0,None,0,None,1,negative,1,negative,0,None,0,None,0,None,1.0
muson isroni,"Toilet kurang banyak. Masak cuma ada 2 yg satu khusus karyawan,padahal pengunjungnya banyak
Makanan:…
Lainnya",3 bintang,KopiKenangan-UrbanHubPalmerah,toilet masak karyawanpadahal unjung makan,5,neutral,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,3.0
Fawzan Ahmad,"bedanya yg online ama beli ditempat apaan sih?
kopi 2 biji hampir 1 jam, posisi juga kaga rame, alesan sticker kaga keluar""
BERAK!!!",1 bintang,KopiKenangan-UrbanHubPalmerah,beda online beli tempat sih kopi biji hampir jam posisi ramai alesan sticker keluar berak,15,negative,1,neutral,0,None,0,None,1,neutral,1,negative,0,None,0,None,1.0
detty nafsiah,"tolong diperbaiki attitude dalam pekerjaan karna berbicara didpn customer tdk seharusnya ketus dan omongannya kurang sopan, dan tolong banget atas nama mba POPPY tolong rubah sikapnya, kalo memang capek ya semua orang juga capek dan tdk seharusnya bersikap ketus dan omongan kurang sopan seperti itu kpd pelanggan🙏 … Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,baik attitude dalam kerja bicara didpn customer ketus omong sopan banget nama mbak poppy rubah sikap memang capek iya capek sikap ketus omong sopan langgan,25,negative,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Edo De Niro,"Sebagai customer langganan, ini outlet besar dengan pelayanan terburuk
Makanan: 1…
Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,customer langgan outlet layan buruk makan,6,negative,0,None,0,None,1,positive,0,None,0,None,1,positive,0,None,1.0
Yohana Wulandari,"Meeting disini enak, tempat parkir luas n 24 jam
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,meeting sini enak parkir luas jam makan,7,positive,1,negative,0,None,0,None,1,positive,1,positive,0,None,0,None,5.0
Haris Sofyan,"Tempatnya bagus, viewnya sya suka KERETA .
Luas lahan parkirnya, tepat bersih. Cocok uga untuk  nongki²...",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat bagus viewnya sya suka kereta luas lahan parkir bersih cocok uga nongki,13,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Andi Maulana,"Tempatnya sugab, ada mushola nya ❤️smoking areanya luas banyak colokan. Parkiran gratis 🫠 …
Makanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat sugab mushola nya smoking area luas colok parkir gratis makan,11,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
oka yuliana,"Layanan tergantung staffnya, klo yg agak tua kurang ok, agak sedikit jutek
Tarif per orang…
Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,layan gantung staffnya agak tua ok agak galak tarif,9,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,4.0
Andri Bani,"Tempat yg pas buat nongkrong anak zaman skrg.tempatnya enak,bersih dan bagus.Barista ramah2 dan baik. Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,pas nongkrong anak zaman skrgtempatnya enakbersih bagusbarista ramah,8,positive,0,None,1,negative,1,negative,0,None,1,negative,0,None,0,None,5.0
Rayi Angger,"Bisa jadi opsi Wfc sekitar Palmerah, within walking distance dari Stasiun Palmerah. Wifi dan tempat duduk proper. Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,opsi wfc palmerah within walking distance stasiun palmerah wifi duduk proper,11,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Dwibayu Ardiyanto,"Sayang ga ada menu makanannya, tempat Sdh cakep & bagus tinggal di tambahkan menu makanan👍 …",2 bintang,KopiKenangan-UrbanHubPalmerah,sayang ga menu makan sdh cakep bagus tambah menu makan,10,negative,1,negative,0,None,0,None,0,None,0,None,1,negative,0,None,2.0
agung Nugroho,"Nyaman.. tinggal tunggu solaria buka, akan lebih lengkap..
Tarif per orang…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nyaman tunggu solaria buka lengkap tarif,6,positive,0,None,0,None,0,None,1,negative,1,positive,0,None,0,None,5.0
Ayap Bau Oreo,"Karyawannya tolong di training lagi, rasa kopinya kebanyakan air gajelas rasanya
Makanan: 1…
Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,karyawannya training kopi banyak air gajelas makan,7,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Damar Muhammad Dwiguna,"tempat nya cozy buat wfc or hangout sih, good service, kopi kenangan besttt
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nya cozy wfc or hangout sih good service kopi kenang besttt makan,12,positive,1,positive,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
dikinsy,"Tempat buat nongkrong atau wfc yang proper
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nongkrong wfc proper tarif rp rb,6,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
didi momo,"abang""nya yang malam kurang senyum ihhh, emang boleh ga ramah gt wkwk
Makanan: 5…
Lainnya",2 bintang,KopiKenangan-UrbanHubPalmerah,abang malam senyum ihhh ga ramah wkwk makan,8,negative,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,2.0
Hilmy Cahya Pratama.,"untuk tempat best banget sih kaya di rest area jawa.. nyaman bgt vibes nya
Jenis pesanan…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,best banget sih kaya rest area jawa nyaman banget vibes nya pesan,12,positive,1,neutral,0,None,0,None,0,None,1,neutral,0,None,1,neutral,5.0
eriyawan Erik,Tulisan gede buka 24 jam dibuang aja kalau belum buka 24 jam udah jauh-jauh datang malah tutup,1 bintang,KopiKenangan-UrbanHubPalmerah,tulis gede buka jam buang buka jam jauhjauh tutup,9,negative,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
Deayr D,"Sepertinya mereka kekurangan karyawan untuk membersihkan table. Kurang senyum ya
Jenis pesanan…
Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,kurang karyawan bersih table senyum iya pesan,7,positive,1,neutral,0,None,1,negative,0,None,1,negative,0,None,1,neutral,4.0
bianca destianti,"Store managernya agak jutek ya huft
Jenis pesanan
Bawa pulang…
Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,store managernya agak galak iya keluh pesan bawa pulang,9,positive,1,neutral,0,None,1,negative,0,None,0,None,0,None,1,neutral,4.0
Ahmad Nur Rohman,"kerenn tempat nya nyaman buat nongkii, nugas, sama rapatt +++ pelayananya asik
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kerenn nya nyaman nongkii nugas rapatt pelayananya asik makan,9,positive,0,None,0,None,1,positive,0,None,1,positive,0,None,0,None,5.0
Indra Sapta,"spanish lattenya rasanya laen
Tarif per orang
Rp 25–50 rb…
Lainnya",2 bintang,KopiKenangan-UrbanHubPalmerah,spanish lattenya laen tarif rp rb,6,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,2.0
Ya I,"Kopi nya enak bgt
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kopi nya enak banget makan layan,6,positive,1,negative,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
m,"Lumayan luas tempat parkir mobilnya.....
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,lumayan luas parkir mobil tarif rp rb,7,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Kang Dulloh,"Tempatnya cozy banget, enak buat ketemuan sama client",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat cozy banget enak ketemu client,6,positive,1,neutral,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
MazIan,"Viewny keren klo kesana malam dan ada yg krl lewat
Tarif per orang
Rp 1–…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,viewny keren kesana malam krl tarif rp,7,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Farhan Fawwaz,"Wah, tempat enak buat nongkrong ini rame - rame😎 …
Jenis pesanan
Makan di…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,enak nongkrong ramai ramai pesan makan,6,positive,1,negative,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Lilik Modeste,Plang di depan bohong tulisannya 24 jam tapi tutup baru jam 10,1 bintang,KopiKenangan-UrbanHubPalmerah,plang bohong tulis jam tutup jam,6,negative,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
yudha pratama,"Bagus Tempat nya untuk tempat nongkrong dan 24 jam juga
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,bagus nya nongkrong jam makan,5,positive,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,5.0
Arif Rudi Mulyawan,"Ramah baristanya
Jenis makanan
Makan malam…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,ramah baristanya makan makan malam,5,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Derrie Armstrong,"tempatnya luas
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat luas tarif rp,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Nicholas Christiansen,kopinya bocor press nya kurang kuat,1 bintang,KopiKenangan-UrbanHubPalmerah,kopi bocor press nya kuat,5,negative,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Ridho Rinaldo,"Yg suka nongki langsung aja ksni ,parkiran juga luas
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,suka nongki ksni parkir luas makan,6,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
muhamad khoirul,"Tempatnya bagus cocok untuk muda mudi 👍 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat bagus cocok muda mud makan,6,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Fachrudin Ahmad,"Ke patii beli lele, tempatt ngopi baru leee
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,pati beli lele tempatt ngopi leee pesan makan tempa,9,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Kubil Nabil45,"Tempatnya syahdu,adem banyak pepohonan.
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat syahduadem pohon makan,4,positive,0,None,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
Ryan Fauzi,"Kopi nya encer
Makanan: 3
Layanan:…
Lainnya",3 bintang,KopiKenangan-UrbanHubPalmerah,kopi nya encer makan layan,5,neutral,1,neutral,0,None,1,neutral,0,None,0,None,0,None,0,None,3.0
DARMONO,"Tempatnya keren
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat keren makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
OY DOELMET,"Buat nongkrong enak tempatnya
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nongkrong enak tempat makan,4,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
VIYAN ALFIYANTO,"Mantap tempatnya
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,mantap tempat makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
Dea Volenta,"Agak berisik
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,agak berisik tarif rp rb,5,positive,0,None,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
Evan,"cocok untuk ngopi
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,cocok ngopi makan layan,4,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Nurul Fadilla,"Nyaman
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nyaman makan layan,3,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
fitri larasati,"Mantabbbb
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,mantabbbb makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
andhany nichyar,"Good mantap pokoknya
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,good mantap pokok makan layan,5,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Ru Li,"Berisik, Toilet jorok

Biar di baca owner / komandan security,Tolong FREE PARK itu berarti sudah di set … Lainnya",2 bintang,KopiKenangan-UrbanHubPalmerah,berisik toilet jorok biar baca owner komandan securitytolong free park set,11,negative,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,2.0
Teuku Faisal Ibrahim,"18 may jam 10 2026
ini kacau yang jaga cuma satu, ngantri banyak. dari saya pesen sampe akhirnya saya terima cuman 1 kopi aja sampe 40menitan. kacau. management kopi kenangan … Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,may jam kacau jaga antri sen terima cuman kopi menit kacau management kopi kenang,14,negative,1,negative,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
Sahilla,"tempatnya nyaman, pelayanan oke, baristanya ramah banget
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat nyaman layan oke baristanya ramah banget makan,8,positive,0,None,0,None,1,positive,0,None,1,positive,0,None,0,None,5.0
Muhammad Septian,"Kopken terbaik Ada live music, buka 24 jam JOOSSSS 🔥🔥🔥🔥🔥 …
Tarif per orang…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kopken baik live music buka jam joossss tarif,8,positive,0,None,0,None,1,positive,1,negative,0,None,0,None,0,None,5.0
